,Name,Vertex,Edges,Density,Max. Degree,Avg. Degree,Max. k-core,Avg. Clustering Coeff.,Diameter,Average Path Length,Total Triangles,Avg. Eigenvector Centrality,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,Categories
216,output_GNP_23,49,172,0.14625850340136054,12,7.020408163265307,5,0.11172217804870868,4,2.189625850340136,49.0,0.13279007637256718,1906884.0,2788980.0,609120.0,1210950.0,50715.0,113445.0,351540.0,43785.0,14355.0,3105.0,90.0,175566.0,7308.0,3804.0,49630.0,50746.0,2983.0,6299.0,6340.0,8179.0,1466.0,179.0,873.0,860.0,1043.0,265.0,23.0,41.0,101.0,95.0,4.0,5.0,0.0,0.0,GNP
217,output_GNP_24,49,175,0.1488095238095238,15,7.142857142857142,5,0.15268133227316902,4,2.151360544217687,66.0,0.13167870589423109,1906884.0,2837625.0,630585.0,1254420.0,68310.0,124155.0,370845.0,62145.0,13275.0,4545.0,45.0,184719.0,9971.0,4725.0,54873.0,54511.0,4817.0,9083.0,9281.0,7852.0,1628.0,410.0,1360.0,1406.0,1344.0,185.0,27.0,27.0,211.0,110.0,9.0,4.0,0.0,0.0,GNP
218,output_GNP_25,49,171,0.14540816326530612,13,6.979591836734693,5,0.14734313305741872,4,2.171768707482993,52.0,0.1331449758690476,1906884.0,2772765.0,601605.0,1206810.0,53820.0,116235.0,350100.0,48015.0,12510.0,3420.0,225.0,173589.0,7669.0,4152.0,50666.0,50351.0,3573.0,6843.0,7150.0,7149.0,1437.0,244.0,995.0,1082.0,958.0,156.0,27.0,137.0,148.0,60.0,6.0,27.0,2.0,0.0,GNP
219,output_GNP_26,49,190,0.16156462585034015,14,7.755102040816326,6,0.16448857265183794,4,2.095238095238096,80.0,0.13260640563316414,1906884.0,3080850.0,742095.0,1515240.0,82800.0,166680.0,498375.0,81405.0,20925.0,6795.0,135.0,241730.0,13151.0,6855.0,82364.0,81348.0,6701.0,13410.0,13330.0,13843.0,2725.0,559.0,2253.0,2253.0,2254.0,386.0,70.0,96.0,406.0,184.0,20.0,32.0,2.0,0.0,GNP
220,output_GNP_27,49,193,0.1641156462585034,13,7.8775510204081645,5,0.15990381500585585,4,2.064625850340136,85.0,0.13412000754317618,1906884.0,3129495.0,767745.0,1518345.0,87975.0,160695.0,490635.0,85995.0,19080.0,7920.0,315.0,247423.0,14239.0,6208.0,77779.0,79078.0,6797.0,13983.0,14002.0,12132.0,2515.0,661.0,2596.0,2546.0,2276.0,295.0,78.0,200.0,509.0,221.0,29.0,61.0,5.0,0.0,GNP
221,output_GNP_28,49,166,0.141156462585034,13,6.775510204081633,5,0.15699549883223352,5,2.2210884353741496,56.0,0.13200367630371646,1906884.0,2691690.0,566145.0,1152990.0,57960.0,110565.0,326790.0,48555.0,11700.0,3240.0,45.0,160633.0,8049.0,3972.0,46573.0,46056.0,3409.0,6817.0,6681.0,6616.0,1297.0,244.0,860.0,883.0,922.0,152.0,17.0,22.0,98.0,55.0,1.0,3.0,0.0,0.0,GNP
222,output_GNP_29,49,177,0.15051020408163265,14,7.224489795918367,5,0.18975355710049588,4,2.1369047619047623,69.0,0.1351683208599217,1906884.0,2870055.0,644940.0,1287540.0,71415.0,128475.0,378945.0,61695.0,13410.0,4770.0,90.0,192086.0,10635.0,4834.0,55778.0,55498.0,4529.0,8836.0,8688.0,7755.0,1524.0,340.0,1299.0,1352.0,1156.0,176.0,32.0,50.0,205.0,77.0,7.0,14.0,1.0,0.0,GNP
223,output_GNP_3,49,141,0.11989795918367345,11,5.755102040816326,4,0.10464263627528933,4,2.3316326530612246,26.0,0.1346000217923155,1906884.0,2286315.0,409995.0,785565.0,26910.0,58230.0,176355.0,17505.0,3960.0,540.0,0.0,93703.0,3199.0,1590.0,19131.0,19865.0,916.0,1941.0,1866.0,1682.0,408.0,50.0,110.0,104.0,164.0,19.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,GNP
224,output_GNP_30,49,161,0.13690476190476192,15,6.571428571428571,4,0.122877462673381,4,2.196428571428572,43.0,0.13266098673368296,1906884.0,2610615.0,532485.0,1083645.0,44505.0,104580.0,294750.0,38610.0,9585.0,2655.0,45.0,146272.0,5936.0,4068.0,41703.0,39746.0,3003.0,5021.0,5434.0,5272.0,1082.0,161.0,723.0,797.0,642.0,111.0,23.0,24.0,88.0,39.0,2.0,4.0,0.0,0.0,GNP
225,output_GNP_31,49,157,0.13350340136054425,11,6.408163265306122,4,0.14120652590040345,4,2.247448979591837,47.0,0.13107068898693686,1906884.0,2545755.0,507015.0,1013265.0,48645.0,89460.0,266625.0,37980.0,8865.0,2655.0,45.0,133790.0,6394.0,2910.0,35015.0,34895.0,2413.0,4943.0,4864.0,4691.0,909.0,155.0,691.0,661.0,689.0,111.0,18.0,22.0,87.0,55.0,4.0,4.0,0.0,0.0,GNP
226,output_GNP_32,49,166,0.141156462585034,12,6.775510204081633,5,0.13392967576641052,4,2.1972789115646263,46.0,0.13527155782631672,1906884.0,2691690.0,568710.0,1093995.0,47610.0,94950.0,295830.0,36630.0,9315.0,2070.0,45.0,153732.0,6684.0,2961.0,38579.0,39936.0,2258.0,5007.0,4629.0,4814.0,1066.0,148.0,541.0,480.0,576.0,78.0,4.0,20.0,43.0,30.0,1.0,0.0,0.0,0.0,GNP
227,output_GNP_33,49,170,0.1445578231292517,13,6.938775510204081,5,0.11439342969955213,4,2.1700680272108843,41.0,0.1355404687073718,1906884.0,2756550.0,596610.0,1145745.0,42435.0,102240.0,316935.0,32805.0,10800.0,1485.0,0.0,164951.0,6118.0,3343.0,42087.0,43823.0,2022.0,4589.0,4179.0,5734.0,1195.0,109.0,396.0,336.0,599.0,127.0,4.0,0.0,34.0,27.0,1.0,0.0,0.0,0.0,GNP
228,output_GNP_34,49,171,0.14540816326530612,14,6.979591836734693,5,0.13247002430675905,4,2.1700680272108843,53.0,0.13200510478003916,1906884.0,2772765.0,600975.0,1221300.0,54855.0,120735.0,355635.0,48780.0,12870.0,3645.0,135.0,175406.0,7820.0,4532.0,52473.0,51697.0,3662.0,6974.0,7311.0,7634.0,1532.0,213.0,1103.0,1113.0,1037.0,176.0,25.0,90.0,164.0,69.0,4.0,20.0,1.0,0.0,GNP
229,output_GNP_35,49,191,0.16241496598639454,13,7.795918367346939,5,0.16649597567964916,4,2.0629251700680267,76.0,0.1349329288123361,1906884.0,3097065.0,751905.0,1486260.0,78660.0,157050.0,475425.0,74430.0,18090.0,5265.0,135.0,239576.0,12634.0,6158.0,75400.0,75578.0,5864.0,11847.0,11623.0,11533.0,2392.0,474.0,1591.0,1657.0,1814.0,297.0,35.0,77.0,232.0,123.0,7.0,17.0,1.0,0.0,GNP
230,output_GNP_36,48,173,0.15336879432624115,12,7.208333333333332,5,0.17007275132275132,4,2.148049645390071,64.0,0.13608983141506786,1712304.0,2626140.0,601436.0,1196910.0,63360.0,118448.0,362252.0,55924.0,13332.0,3916.0,44.0,182005.0,9609.0,4218.0,53649.0,54459.0,3998.0,8391.0,8198.0,7818.0,1593.0,312.0,1153.0,1141.0,1128.0,195.0,31.0,31.0,152.0,64.0,2.0,7.0,0.0,0.0,GNP
231,output_GNP_37,49,168,0.14285714285714285,13,6.857142857142858,5,0.14637222188242588,4,2.171768707482993,49.0,0.13260199522765087,1906884.0,2724120.0,580410.0,1169550.0,50715.0,112950.0,331920.0,43380.0,11385.0,2610.0,0.0,165151.0,7121.0,4156.0,47774.0,46983.0,3185.0,6142.0,6075.0,6675.0,1332.0,202.0,758.0,750.0,890.0,160.0,10.0,0.0,106.0,55.0,3.0,0.0,0.0,0.0,GNP
232,output_GNP_38,49,164,0.13945578231292516,12,6.6938775510204085,5,0.1269959065877433,4,2.229591836734694,49.0,0.13181653896382609,1906884.0,2659260.0,554220.0,1086750.0,50715.0,95760.0,298215.0,40860.0,10620.0,2700.0,45.0,150315.0,6981.0,3033.0,39601.0,40827.0,2594.0,5610.0,5511.0,5727.0,1099.0,177.0,741.0,678.0,802.0,145.0,11.0,27.0,86.0,57.0,2.0,3.0,0.0,0.0,GNP
233,output_GNP_39,49,160,0.1360544217687075,14,6.530612244897959,5,0.1347989878602124,4,2.241496598639456,45.0,0.1340594543911837,1906884.0,2594400.0,527400.0,1035000.0,46575.0,91710.0,271935.0,36405.0,8550.0,2250.0,45.0,139665.0,6256.0,3162.0,35648.0,35592.0,2460.0,4741.0,4684.0,4367.0,849.0,165.0,557.0,600.0,528.0,79.0,10.0,25.0,64.0,26.0,2.0,3.0,0.0,0.0,GNP
234,output_GNP_4,49,145,0.12329931972789115,10,5.918367346938775,4,0.14983803045027533,4,2.325680272108844,33.0,0.13408041465674184,1906884.0,2351175.0,433530.0,834210.0,34155.0,62505.0,195075.0,22590.0,5175.0,1170.0,45.0,102322.0,4184.0,1637.0,21806.0,22730.0,1194.0,2639.0,2490.0,2310.0,508.0,69.0,258.0,242.0,260.0,36.0,4.0,20.0,17.0,12.0,0.0,2.0,0.0,0.0,GNP
235,output_GNP_40,49,169,0.14370748299319727,12,6.8979591836734695,5,0.13531672409223428,4,2.1972789115646263,53.0,0.13221066262661002,1906884.0,2740335.0,588780.0,1150920.0,54855.0,103185.0,323415.0,45270.0,11520.0,3330.0,90.0,164292.0,7792.0,3308.0,43578.0,45366.0,2959.0,6400.0,6265.0,6305.0,1299.0,215.0,943.0,910.0,973.0,152.0,25.0,51.0,141.0,82.0,6.0,11.0,0.0,0.0,GNP
236,output_GNP_41,49,177,0.15051020408163265,12,7.224489795918367,5,0.19675030185234274,4,2.159863945578232,72.0,0.13602883280925335,1906884.0,2870055.0,645660.0,1270980.0,74520.0,121365.0,367650.0,61785.0,13680.0,5490.0,270.0,190253.0,11155.0,4150.0,51665.0,53090.0,4110.0,8785.0,8419.0,7546.0,1455.0,334.0,1498.0,1423.0,1212.0,169.0,35.0,144.0,247.0,99.0,13.0,32.0,3.0,0.0,GNP
237,output_GNP_42,49,163,0.13860544217687076,13,6.653061224489796,5,0.1751007495905455,4,2.217687074829932,50.0,0.1345465441663431,1906884.0,2643045.0,546840.0,1087785.0,51750.0,99900.0,293940.0,40815.0,9270.0,2340.0,90.0,149337.0,7093.0,3468.0,39960.0,39439.0,2756.0,5439.0,5362.0,4926.0,1000.0,183.0,642.0,644.0,649.0,91.0,10.0,60.0,74.0,34.0,3.0,10.0,1.0,0.0,GNP
238,output_GNP_43,49,178,0.15136054421768708,14,7.2653061224489806,5,0.1364411099104977,4,2.120748299319728,61.0,0.13188145072168267,1906884.0,2886270.0,651510.0,1319625.0,63135.0,135675.0,402480.0,59625.0,15255.0,4995.0,270.0,197284.0,9350.0,5266.0,62225.0,60985.0,4725.0,8923.0,9428.0,9426.0,1896.0,305.0,1533.0,1586.0,1404.0,241.0,42.0,164.0,236.0,119.0,10.0,35.0,2.0,0.0,GNP
239,output_GNP_44,49,157,0.13350340136054425,12,6.408163265306122,4,0.1459581235091439,4,2.2746598639455784,47.0,0.13081611218911884,1906884.0,2545755.0,507735.0,996705.0,48645.0,85230.0,261495.0,37800.0,8640.0,2385.0,45.0,131820.0,6398.0,2685.0,33615.0,34195.0,2410.0,4891.0,4931.0,4531.0,905.0,183.0,644.0,629.0,674.0,103.0,12.0,24.0,91.0,48.0,3.0,4.0,0.0,0.0,GNP
240,output_GNP_45,49,154,0.13095238095238096,11,6.2857142857142865,4,0.11681391171187087,4,2.272959183673469,36.0,0.13235514760637773,1906884.0,2497110.0,488160.0,965655.0,37260.0,81360.0,247545.0,28305.0,8190.0,1575.0,45.0,125282.0,4807.0,2496.0,31059.0,31590.0,1756.0,3525.0,3597.0,4134.0,812.0,88.0,400.0,386.0,465.0,90.0,3.0,17.0,41.0,24.0,1.0,1.0,0.0,0.0,GNP
241,output_GNP_46,49,175,0.1488095238095238,12,7.142857142857142,5,0.16752216037930326,4,2.1462585034013606,63.0,0.1344559171335369,1906884.0,2837625.0,631035.0,1244070.0,65205.0,120465.0,361440.0,54225.0,12825.0,4185.0,135.0,183662.0,9631.0,4341.0,52443.0,52185.0,3729.0,7924.0,7459.0,7382.0,1433.0,268.0,1184.0,1083.0,1041.0,166.0,21.0,63.0,163.0,85.0,11.0,10.0,1.0,0.0,GNP
242,output_GNP_47,49,166,0.141156462585034,11,6.775510204081633,4,0.12940483552728452,4,2.1972789115646263,43.0,0.13439399555952816,1906884.0,2691690.0,568890.0,1089855.0,44505.0,93240.0,296775.0,33300.0,9585.0,1665.0,0.0,153157.0,6269.0,2805.0,38367.0,40285.0,1945.0,4647.0,4123.0,5028.0,1047.0,124.0,423.0,380.0,557.0,105.0,5.0,0.0,47.0,23.0,1.0,0.0,0.0,0.0,GNP
243,output_GNP_48,49,172,0.14625850340136054,12,7.020408163265307,5,0.12110315987867012,4,2.1743197278911564,47.0,0.1359359340884596,1906884.0,2788980.0,611235.0,1162305.0,48645.0,101790.0,321750.0,38565.0,11520.0,2115.0,0.0,169683.0,7086.0,3154.0,42099.0,44610.0,2387.0,5370.0,5051.0,6037.0,1164.0,153.0,552.0,514.0,746.0,150.0,8.0,0.0,57.0,47.0,1.0,0.0,0.0,0.0,GNP
244,output_GNP_49,49,182,0.15476190476190474,13,7.428571428571429,5,0.1499994336729031,3,2.1011904761904763,65.0,0.13627923379717946,1906884.0,2951130.0,682920.0,1340325.0,67275.0,133200.0,401535.0,59310.0,13590.0,3510.0,90.0,206179.0,10317.0,4891.0,59226.0,59957.0,4272.0,8858.0,8595.0,7908.0,1730.0,322.0,1010.0,966.0,1210.0,155.0,11.0,46.0,117.0,78.0,4.0,6.0,0.0,0.0,GNP
245,output_GNP_5,49,161,0.13690476190476192,12,6.571428571428571,5,0.1302809435462496,4,2.233843537414966,46.0,0.1332047077224123,1906884.0,2610615.0,531720.0,1101240.0,47610.0,103635.0,302175.0,39015.0,10620.0,3015.0,135.0,148699.0,6401.0,3604.0,41809.0,41272.0,2621.0,5179.0,5207.0,5628.0,1135.0,139.0,751.0,736.0,660.0,124.0,24.0,57.0,88.0,42.0,4.0,12.0,1.0,0.0,GNP
246,output_GNP_50,49,159,0.13520408163265307,13,6.4897959183673475,4,0.13634030368724248,4,2.2210884353741496,45.0,0.13248799219018995,1906884.0,2578185.0,519345.0,1055700.0,46575.0,98550.0,282375.0,37890.0,8820.0,2295.0,0.0,140885.0,6178.0,3555.0,38877.0,37677.0,2625.0,4935.0,5016.0,4811.0,997.0,159.0,588.0,630.0,593.0,91.0,12.0,0.0,75.0,29.0,2.0,0.0,0.0,0.0,GNP
247,output_GNP_51,49,162,0.1377551020408163,11,6.612244897959183,5,0.1701666813911712,4,2.2389455782312924,58.0,0.1327124364802135,1906884.0,2626830.0,540090.0,1075365.0,60030.0,95220.0,290925.0,47925.0,10080.0,4500.0,225.0,146788.0,8157.0,3043.0,38261.0,39079.0,3038.0,6440.0,6317.0,5233.0,1030.0,263.0,1178.0,1115.0,874.0,140.0,42.0,114.0,192.0,84.0,7.0,27.0,1.0,0.0,GNP
248,output_GNP_52,49,162,0.1377551020408163,15,6.612244897959183,4,0.1530111611744265,4,2.2329931972789114,55.0,0.1304350162756353,1906884.0,2626830.0,540135.0,1074330.0,56925.0,99765.0,291780.0,47385.0,10125.0,3735.0,135.0,146296.0,7692.0,3710.0,40255.0,39497.0,3436.0,6434.0,6473.0,5653.0,1071.0,275.0,1067.0,1058.0,914.0,135.0,24.0,75.0,173.0,70.0,3.0,14.0,0.0,0.0,GNP
249,output_GNP_53,49,205,0.17431972789115646,14,8.36734693877551,6,0.1764722805539132,3,2.010204081632653,100.0,0.13650086845466347,1906884.0,3324075.0,866655.0,1708785.0,103500.0,192780.0,580995.0,106695.0,24165.0,10080.0,405.0,296179.0,17829.0,8042.0,97449.0,98287.0,9012.0,17820.0,18178.0,16036.0,3263.0,812.0,3413.0,3440.0,3008.0,419.0,102.0,274.0,660.0,286.0,33.0,79.0,6.0,0.0,GNP
250,output_GNP_54,49,181,0.15391156462585034,14,7.387755102040817,5,0.15125849207481865,4,2.122448979591837,61.0,0.13408624758468554,1906884.0,2934915.0,673425.0,1371375.0,63135.0,142020.0,422370.0,57420.0,16335.0,3510.0,45.0,208752.0,9582.0,5435.0,65058.0,64808.0,4326.0,8697.0,8648.0,9962.0,1980.0,274.0,1053.0,1026.0,1290.0,241.0,18.0,21.0,123.0,76.0,5.0,4.0,0.0,0.0,GNP
251,output_GNP_55,49,149,0.12670068027210885,12,6.081632653061225,4,0.11615278145890393,4,2.288265306122449,35.0,0.13179317403464955,1906884.0,2416035.0,456075.0,922185.0,36225.0,79245.0,231480.0,27270.0,6885.0,1350.0,0.0,115301.0,4504.0,2566.0,29349.0,28865.0,1701.0,3339.0,3343.0,3460.0,712.0,91.0,330.0,315.0,393.0,65.0,3.0,0.0,29.0,21.0,0.0,0.0,0.0,0.0,GNP
252,output_GNP_56,49,157,0.13350340136054425,15,6.408163265306122,4,0.14873357934582426,4,2.235544217687075,49.0,0.1301560267062013,1906884.0,2545755.0,504135.0,1079505.0,50715.0,108945.0,298035.0,43020.0,10395.0,2835.0,45.0,141009.0,6590.0,4403.0,43974.0,40780.0,3218.0,5825.0,5896.0,6066.0,1170.0,198.0,815.0,776.0,839.0,143.0,12.0,27.0,98.0,66.0,3.0,3.0,0.0,0.0,GNP
253,output_GNP_57,49,162,0.1377551020408163,13,6.612244897959183,5,0.12262601344234005,4,2.200680272108844,45.0,0.13306586055164085,1906884.0,2626830.0,539730.0,1083645.0,46575.0,99225.0,294750.0,38385.0,9225.0,2160.0,0.0,147670.0,6302.0,3392.0,40035.0,39954.0,2609.0,5076.0,5228.0,5011.0,1099.0,158.0,561.0,582.0,628.0,100.0,11.0,0.0,54.0,29.0,1.0,0.0,0.0,0.0,GNP
254,output_GNP_58,49,166,0.141156462585034,12,6.775510204081633,5,0.12680596047942982,4,2.1802721088435373,41.0,0.1348130888715144,1906884.0,2691690.0,567360.0,1125045.0,42435.0,103050.0,308790.0,33525.0,10260.0,1350.0,0.0,157551.0,5938.0,3478.0,42001.0,42313.0,2216.0,4595.0,4419.0,5571.0,1108.0,110.0,369.0,369.0,578.0,127.0,7.0,0.0,24.0,27.0,0.0,0.0,0.0,0.0,GNP
255,output_GNP_59,49,169,0.14370748299319727,12,6.8979591836734695,5,0.17322054362870684,4,2.203231292517007,70.0,0.1302697946661783,1906884.0,2740335.0,587205.0,1187145.0,72450.0,113130.0,341325.0,62685.0,12420.0,5670.0,180.0,168627.0,10227.0,3917.0,48462.0,48880.0,4359.0,9065.0,9022.0,7074.0,1467.0,425.0,1677.0,1586.0,1471.0,193.0,48.0,97.0,345.0,175.0,28.0,29.0,2.0,0.0,GNP
256,output_GNP_6,49,140,0.11904761904761905,11,5.7142857142857135,4,0.12968165621226846,4,2.342687074829932,32.0,0.13072174893564112,1906884.0,2270100.0,402120.0,821790.0,33120.0,68535.0,196290.0,24030.0,5175.0,1035.0,0.0,96183.0,3850.0,2207.0,24417.0,23012.0,1534.0,2754.0,2885.0,2515.0,504.0,87.0,255.0,259.0,267.0,39.0,2.0,0.0,22.0,13.0,1.0,0.0,0.0,0.0,GNP
257,output_GNP_60,49,195,0.16581632653061226,14,7.959183673469387,6,0.14467935692425488,3,2.046768707482993,77.0,0.13379899519362848,1906884.0,3161925.0,781875.0,1593900.0,79695.0,180810.0,532755.0,82485.0,22230.0,7065.0,225.0,261257.0,12951.0,7742.0,90088.0,88584.0,7155.0,13667.0,14157.0,14892.0,3020.0,573.0,2405.0,2486.0,2363.0,392.0,74.0,163.0,450.0,192.0,19.0,46.0,3.0,0.0,GNP
258,output_GNP_61,49,157,0.13350340136054425,11,6.408163265306122,5,0.13427275672173636,4,2.241496598639456,35.0,0.13308903682667753,1906884.0,2545755.0,506520.0,1024650.0,36225.0,91125.0,272340.0,26955.0,8505.0,1080.0,0.0,135166.0,4791.0,2955.0,36110.0,36022.0,1686.0,3617.0,3301.0,4492.0,964.0,89.0,280.0,261.0,421.0,80.0,3.0,0.0,25.0,16.0,1.0,0.0,0.0,0.0,GNP
259,output_GNP_62,49,171,0.14540816326530612,13,6.979591836734693,5,0.13144304674916915,4,2.1581632653061225,49.0,0.13648505590511334,1906884.0,2772765.0,602910.0,1176795.0,50715.0,109080.0,328410.0,42030.0,11160.0,2430.0,0.0,170138.0,7298.0,3742.0,44907.0,45581.0,2856.0,5656.0,5668.0,6032.0,1181.0,173.0,645.0,663.0,750.0,138.0,13.0,0.0,73.0,48.0,3.0,0.0,0.0,0.0,GNP
260,output_GNP_63,49,149,0.12670068027210885,12,6.081632653061225,4,0.1088229231086374,4,2.3197278911564627,30.0,0.1315825647594865,1906884.0,2416035.0,457650.0,885960.0,31050.0,71550.0,219015.0,22995.0,6660.0,1035.0,0.0,111238.0,3869.0,2201.0,26674.0,26907.0,1479.0,2846.0,2834.0,3244.0,636.0,80.0,245.0,275.0,362.0,57.0,4.0,0.0,22.0,16.0,1.0,0.0,0.0,0.0,GNP
261,output_GNP_64,49,148,0.12585034013605442,12,6.040816326530613,4,0.12912654239184854,5,2.3537414965986394,47.0,0.1266357738716922,1906884.0,2399820.0,449820.0,912870.0,48645.0,76185.0,232470.0,37485.0,7560.0,3150.0,135.0,113220.0,5982.0,2316.0,29142.0,29556.0,2288.0,4762.0,4803.0,3848.0,810.0,173.0,809.0,771.0,660.0,87.0,20.0,62.0,131.0,60.0,8.0,14.0,1.0,0.0,GNP
262,output_GNP_65,49,176,0.14965986394557826,14,7.183673469387755,5,0.17318271297863133,4,2.1641156462585034,79.0,0.13199874289421748,1906884.0,2853840.0,635850.0,1314450.0,81765.0,135270.0,399420.0,74430.0,14940.0,6345.0,180.0,193973.0,12013.0,5193.0,61071.0,60228.0,5543.0,11235.0,11156.0,8946.0,1817.0,514.0,1896.0,1821.0,1616.0,207.0,39.0,108.0,290.0,134.0,13.0,23.0,2.0,0.0,GNP
263,output_GNP_66,49,166,0.141156462585034,14,6.775510204081633,5,0.1201575068922008,4,2.1802721088435373,42.0,0.1330905680480884,1906884.0,2691690.0,567630.0,1118835.0,43470.0,104040.0,308880.0,35640.0,10395.0,1800.0,0.0,156494.0,6054.0,3744.0,42721.0,42517.0,2488.0,4868.0,4860.0,5819.0,1154.0,131.0,499.0,501.0,669.0,139.0,9.0,0.0,49.0,34.0,1.0,0.0,0.0,0.0,GNP
264,output_GNP_67,49,182,0.15476190476190474,15,7.428571428571429,5,0.15767441175604446,4,2.122448979591837,76.0,0.1324563018907635,1906884.0,2951130.0,681435.0,1374480.0,78660.0,146070.0,428535.0,77220.0,17505.0,7515.0,360.0,210028.0,11888.0,6093.0,68273.0,65851.0,6541.0,11638.0,12569.0,11082.0,1994.0,545.0,2390.0,2558.0,1953.0,340.0,92.0,243.0,472.0,225.0,29.0,75.0,7.0,0.0,GNP
265,output_GNP_68,49,179,0.1522108843537415,15,7.306122448979591,5,0.14816385428630327,4,2.1284013605442182,60.0,0.1339065270549035,1906884.0,2902485.0,660060.0,1307205.0,62100.0,131715.0,391500.0,54945.0,14940.0,3870.0,90.0,197190.0,9339.0,5126.0,58838.0,58314.0,4101.0,8272.0,7971.0,8921.0,1708.0,285.0,1163.0,1056.0,1235.0,229.0,25.0,53.0,146.0,84.0,3.0,10.0,0.0,0.0,GNP
266,output_GNP_69,49,165,0.14030612244897958,12,6.7346938775510194,5,0.14268339370380187,4,2.216836734693877,52.0,0.12977750170204785,1906884.0,2675475.0,560385.0,1114695.0,53820.0,102960.0,313425.0,46260.0,11925.0,3915.0,180.0,154601.0,7396.0,3561.0,44132.0,43620.0,3358.0,6479.0,6858.0,6857.0,1251.0,242.0,1178.0,1212.0,1095.0,201.0,37.0,111.0,220.0,110.0,12.0,31.0,2.0,0.0,GNP
267,output_GNP_7,49,161,0.13690476190476192,12,6.571428571428571,5,0.14425744323703507,4,2.220238095238096,49.0,0.13318359658102769,1906884.0,2610615.0,532845.0,1075365.0,50715.0,96705.0,291150.0,40995.0,8955.0,2430.0,0.0,145667.0,6831.0,3163.0,38912.0,39125.0,2715.0,5462.0,5433.0,4733.0,1044.0,196.0,647.0,615.0,639.0,88.0,9.0,0.0,74.0,32.0,1.0,0.0,0.0,0.0,GNP
268,output_GNP_70,49,143,0.12159863945578232,12,5.83673469387755,4,0.12216774155549665,5,2.397959183673469,38.0,0.1261001098592628,1906884.0,2318745.0,419625.0,856980.0,39330.0,71505.0,212670.0,30060.0,6840.0,2070.0,45.0,102415.0,4652.0,2264.0,26682.0,26266.0,1902.0,3693.0,3879.0,3477.0,690.0,127.0,552.0,525.0,508.0,80.0,7.0,22.0,71.0,40.0,3.0,2.0,0.0,0.0,GNP
269,output_GNP_71,49,178,0.15136054421768708,14,7.2653061224489806,5,0.19646555258800152,4,2.1777210884353737,78.0,0.13113817632713154,1906884.0,2886270.0,650970.0,1332045.0,80730.0,138555.0,410220.0,73530.0,16695.0,6075.0,135.0,198809.0,12016.0,5401.0,63913.0,62748.0,5640.0,11331.0,11119.0,10446.0,1968.0,501.0,1867.0,1818.0,1834.0,296.0,51.0,77.0,296.0,158.0,12.0,14.0,0.0,0.0,GNP
270,output_GNP_72,48,162,0.14361702127659576,15,6.75,5,0.13187079124579126,4,2.1897163120567376,49.0,0.13353829801585887,1712304.0,2459160.0,525448.0,1088010.0,48510.0,109428.0,316536.0,44308.0,11044.0,2860.0,0.0,153844.0,6784.0,4266.0,46914.0,45725.0,3524.0,6238.0,6564.0,6413.0,1358.0,237.0,815.0,911.0,869.0,134.0,18.0,0.0,113.0,56.0,5.0,0.0,0.0,0.0,GNP
271,output_GNP_73,49,184,0.1564625850340136,16,7.5102040816326525,6,0.17681700385782026,4,2.084183673469388,68.0,0.13406114627465782,1906884.0,2983560.0,693945.0,1464525.0,70380.0,164520.0,464805.0,66915.0,17910.0,4635.0,135.0,225700.0,10821.0,7076.0,76401.0,73799.0,5442.0,10443.0,10370.0,11517.0,2385.0,353.0,1435.0,1390.0,1529.0,281.0,27.0,72.0,183.0,94.0,2.0,12.0,0.0,0.0,GNP
272,output_GNP_74,49,173,0.14710884353741496,13,7.061224489795919,5,0.12316436398069053,4,2.152210884353741,50.0,0.13437060777915916,1906884.0,2805195.0,617220.0,1202670.0,51750.0,110520.0,344880.0,44055.0,11070.0,2340.0,45.0,175856.0,7521.0,3664.0,47697.0,49433.0,2972.0,6432.0,6317.0,6171.0,1389.0,216.0,695.0,660.0,843.0,107.0,11.0,27.0,76.0,39.0,1.0,4.0,0.0,0.0,GNP
273,output_GNP_75,49,179,0.1522108843537415,13,7.306122448979591,5,0.14406341957362367,4,2.131802721088435,58.0,0.13595310970115435,1906884.0,2902485.0,660375.0,1299960.0,60030.0,125730.0,384525.0,51615.0,14445.0,3735.0,0.0,196666.0,9061.0,4391.0,55318.0,56575.0,3549.0,7496.0,7309.0,8210.0,1598.0,233.0,1065.0,1023.0,1042.0,200.0,25.0,0.0,146.0,73.0,6.0,0.0,0.0,0.0,GNP
274,output_GNP_76,49,161,0.13690476190476192,16,6.571428571428571,5,0.1553724053724054,4,2.2406462585034013,51.0,0.12965799425938726,1906884.0,2610615.0,533205.0,1067085.0,52785.0,102015.0,288225.0,46080.0,10215.0,4050.0,180.0,144165.0,7034.0,4154.0,40519.0,38681.0,3785.0,6079.0,6473.0,5674.0,1032.0,274.0,1154.0,1270.0,915.0,141.0,36.0,112.0,232.0,97.0,14.0,35.0,3.0,0.0,GNP
